2025-09-27 17:14:41,1093.00,1012.4,3251,3213,[0][0][0][0],21.199999
2025-09-27 17:15:04,963.00,1012.4,3262,3226,[0][0][0][0],21.289999
2025-09-27 17:15:26,400.00,1012.4,3264,3229,[0][0][0][0],21.379999
2025-09-27 17:15:49,400.00,1012.4,3251,3216,[0][0][0][0],21.459999
2025-09-27 17:16:33,400.00,1012.4,3263,3234,[0][0][0][0],21.570000
2025-09-27 17:16:56,400.00,1012.4,3276,3227,[0][0][0][0],21.619999
2025-09-27 17:25:37,846.00,1012.4,3270,3221,[0][0][0][0],21.400000
2025-09-27 17:26:02,400.00,1012.4,3257,3222,[0][0][0][0],21.439999
2025-09-27 17:26:25,399.00,1012.4,3260,3229,[0][0][0][0],21.510000
2025-09-27 17:26:48,400.00,1012.4,3273,3224,[0][0][0][0],21.570000
2025-09-27 17:27:25,400.00,1012.4,5077,5044,[0][0][0][0],21.660000
2025-09-27 17:27:49,400.00,1012.4,5077,5044,[0][0][0][0],21.709999
2025-09-27 17:28:11,400.00,1012.4,5078,5041,[0][0][0][0],21.770000
2025-09-27 17:28:53,400.00,1012.4,5078,5042,[0][0][0][0],21.879999
2025-09-27 17:29:15,400.00,1012.4,-1,-1,-1,-1
2025-09-27 17:29:17,-1,-1,5080,5047,[0][0][0][0],21.930000
2025-09-27 17:29:38,400.00,1012.4,5081,5047,[0][0][0][0],21.980000
2025-09-27 17:30:02,400.00,1012.4,5076,5042,[0][0][0][0],22.029999
2025-09-27 17:38:09,0.00,1012.4,5087,5047,[4][4][0][32],21.109999
2025-09-27 17:38:31,0.00,1012.4,5088,5060,[4][4][0][32],21.150000
2025-09-27 17:38:54,0.00,1012.4,5090,5060,[4][4][0][32],21.209999
2025-09-27 17:39:16,0.00,1012.4,5094,5062,[4][4][0][32],21.270000
2025-09-27 17:39:39,0.00,1012.4,5094,5062,[4][4][0][32],21.320000
2025-09-27 17:40:01,0.00,1012.4,5096,5064,[4][4][0][32],21.369999
