2025-09-25 12:16:36,400.00,1012.4,5334,5201,[0][0][0][0],-1
2025-09-25 12:20:36,400.00,1012.4,5384,5285,[0][0][0][0],22.990000
2025-09-25 12:20:59,427.00,1012.4,5383,5192,[0][0][0][0],22.990000
2025-09-25 12:21:22,415.00,1012.4,5284,5188,[0][0][0][0],23.010000
2025-09-25 12:21:45,428.00,1012.4,5283,5188,[0][0][0][0],23.029999
2025-09-25 12:22:08,407.00,1012.4,5278,5270,[0][0][0][0],23.039999
2025-09-25 12:22:31,431.00,1012.4,5387,5190,[0][0][0][0],23.049999
2025-09-25 12:50:41,0.00,1012.4,4922,4669,[4][4][0][32],21.410000
2025-09-25 12:51:03,0.00,1012.4,4907,4634,[4][4][0][32],21.430000
2025-09-25 12:51:26,0.00,1012.4,4882,4580,[4][4][0][32],21.459999
2025-09-25 12:51:48,0.00,1012.4,4974,4591,[4][4][0][32],21.490000
2025-09-25 12:52:11,400.00,1012.4,4886,4584,[0][0][0][0],21.520000
2025-09-25 12:52:33,400.00,1012.4,4892,4601,[0][0][0][0],21.529999
2025-09-25 12:52:56,405.00,1012.4,4897,4604,[0][0][0][0],21.539999
2025-09-25 12:53:18,396.00,1012.4,4891,4594,[0][0][0][0],21.549999
2025-09-25 12:53:41,393.00,1012.4,4890,4599,[0][0][0][0],21.559999
2025-09-25 12:54:03,389.00,1012.4,4877,4574,[0][0][0][0],21.559999
2025-09-25 12:54:28,388.00,1012.4,5201,5008,[0][0][0][0],21.559999
2025-09-25 12:54:55,400.00,1012.4,5204,5047,[0][0][0][0],21.570000
2025-09-25 12:55:59,458.00,1012.4,5207,5049,[0][0][0][0],21.570000
2025-09-25 12:56:23,667.00,1012.4,5271,5134,[0][0][0][0],21.580000
2025-09-25 12:56:47,709.00,1012.4,5235,5028,[0][0][0][0],21.580000
2025-09-25 12:57:10,600.00,1012.4,5233,5081,[0][0][0][0],21.580000
2025-09-25 12:57:34,524.00,1012.4,5254,5054,[0][0][0][0],21.570000
2025-09-25 12:57:57,479.00,1012.4,5259,5138,[0][0][0][0],21.570000
2025-09-25 12:58:21,435.00,1012.4,5263,5106,[0][0][0][0],21.570000
2025-09-25 12:58:44,407.00,1012.4,5219,5090,[0][0][0][0],21.559999
2025-09-25 12:59:08,411.00,1012.4,5256,5112,[0][0][0][0],21.559999
2025-09-25 12:59:31,400.00,1012.4,5294,5095,[0][0][0][0],21.549999
2025-09-25 12:59:54,379.00,1012.4,5271,5078,[0][0][0][0],21.549999
2025-09-25 13:00:18,380.00,1012.4,5270,5138,[0][0][0][0],21.539999
2025-09-25 13:00:41,392.00,1012.4,5220,5036,[0][0][0][0],21.529999
2025-09-25 13:01:05,398.00,1012.4,5223,5029,[0][0][0][0],21.520000
2025-09-25 13:01:28,374.00,1012.4,5295,5065,[0][0][0][0],21.510000
2025-09-25 13:01:51,377.00,1012.4,5249,5087,[0][0][0][0],21.510000
2025-09-25 13:02:15,385.00,1012.4,5247,5069,[0][0][0][0],21.500000
2025-09-25 13:02:38,368.00,1012.4,5250,5062,[0][0][0][0],21.490000
2025-09-25 13:03:02,362.00,1012.4,5216,5104,[0][0][0][0],21.480000
2025-09-25 13:03:25,374.00,1012.4,5290,5071,[0][0][0][0],21.469999
2025-09-25 13:03:48,374.00,1012.4,5233,5054,[0][0][0][0],21.459999
2025-09-25 13:04:12,367.00,1012.4,5274,5024,[0][0][0][0],21.449999
2025-09-25 13:04:36,362.00,1012.4,5234,5032,[0][0][0][0],21.439999
2025-09-25 13:05:00,366.00,1012.4,5208,5036,[0][0][0][0],21.439999
2025-09-25 13:05:23,364.00,1012.4,5220,5010,[0][0][0][0],21.430000
2025-09-25 13:05:47,357.00,1012.4,5242,5081,[0][0][0][0],21.420000
2025-09-25 13:06:10,351.00,1012.4,5242,5033,[0][0][0][0],21.410000
2025-09-25 13:06:34,369.00,1012.4,5193,5013,[0][0][0][0],21.400000
2025-09-25 13:06:57,360.00,1012.4,5284,5078,[0][0][0][0],21.389999
2025-09-25 13:07:21,370.00,1012.4,5214,5015,[0][0][0][0],21.389999
2025-09-25 13:07:45,367.00,1012.4,5181,5044,[0][0][0][0],21.379999
2025-09-25 13:08:07,371.00,1012.4,5260,5062,[0][0][0][0],21.369999
2025-09-25 13:08:31,364.00,1012.4,5223,5057,[0][0][0][0],21.369999
2025-09-25 13:08:54,370.00,1012.4,5293,5083,[0][0][0][0],21.359999
2025-09-25 13:09:18,368.00,1012.4,5241,5052,[0][0][0][0],21.359999
2025-09-25 13:09:41,376.00,1012.4,5197,5030,[0][0][0][0],21.350000
2025-09-25 13:10:05,373.00,1012.4,5286,5024,[0][0][0][0],21.340000
2025-09-25 13:10:28,364.00,1012.4,5258,5039,[0][0][0][0],21.340000
2025-09-25 13:10:51,359.00,1012.4,5217,5053,[0][0][0][0],21.330000
2025-09-25 13:11:15,380.00,1012.4,5248,5025,[0][0][0][0],21.330000
2025-09-25 13:11:38,366.00,1012.4,5201,5008,[0][0][0][0],21.320000
2025-09-25 13:12:02,374.00,1012.4,5254,5052,[0][0][0][0],21.309999
2025-09-25 13:12:25,368.00,1012.4,5207,5028,[0][0][0][0],21.309999
2025-09-25 13:12:49,372.00,1012.4,5209,5026,[0][0][0][0],21.299999
2025-09-25 13:13:12,367.00,1012.4,5241,5027,[0][0][0][0],21.289999
2025-09-25 13:13:35,374.00,1012.4,5245,5024,[0][0][0][0],21.289999
2025-09-25 13:13:59,377.00,1012.4,5224,5063,[0][0][0][0],21.279999
2025-09-25 13:14:22,376.00,1012.4,5218,5012,[0][0][0][0],21.270000
2025-09-25 13:14:46,369.00,1012.4,5231,5023,[0][0][0][0],21.260000
2025-09-25 13:15:10,373.00,1012.4,5220,5042,[0][0][0][0],21.260000
2025-09-25 13:15:33,367.00,1012.4,5199,5006,[0][0][0][0],21.250000
2025-09-25 13:15:57,371.00,1012.4,5228,5036,[0][0][0][0],21.240000
2025-09-25 13:16:21,379.00,1012.4,5198,4989,[0][0][0][0],21.240000
2025-09-25 13:16:45,372.00,1012.4,5237,5002,[0][0][0][0],21.230000
2025-09-25 13:17:08,369.00,1012.4,5177,4990,[0][0][0][0],21.230000
2025-09-25 13:17:32,374.00,1012.4,5298,5076,[0][0][0][0],21.219999
2025-09-25 13:17:55,366.00,1012.4,5214,5053,[0][0][0][0],21.219999
2025-09-25 13:18:18,380.00,1012.4,5239,5039,[0][0][0][0],21.209999
2025-09-25 13:18:42,358.00,1012.4,5259,5076,[0][0][0][0],21.209999
2025-09-25 13:19:05,363.00,1012.4,5240,5028,[0][0][0][0],21.209999
2025-09-25 13:19:29,356.00,1012.4,5223,5038,[0][0][0][0],21.199999
2025-09-25 13:19:52,368.00,1012.4,5230,5019,[0][0][0][0],21.199999
2025-09-25 13:20:16,355.00,1012.4,5251,5023,[0][0][0][0],21.199999
2025-09-25 13:20:39,355.00,1012.4,5213,5049,[0][0][0][0],21.189999
2025-09-25 13:21:03,370.00,1012.4,5182,5032,[0][0][0][0],21.189999
2025-09-25 13:21:26,368.00,1012.4,5330,5062,[0][0][0][0],21.189999
2025-09-25 13:21:50,365.00,1012.4,5199,5025,[0][0][0][0],21.189999
2025-09-25 13:22:13,374.00,1012.4,5319,5046,[0][0][0][0],21.180000
2025-09-25 13:22:36,359.00,1012.4,5186,5023,[0][0][0][0],21.180000
2025-09-25 13:23:00,353.00,1012.4,5211,5066,[0][0][0][0],21.180000
2025-09-25 13:23:23,357.00,1012.4,5227,5072,[0][0][0][0],21.180000
