timestamp,temp,hum,presion
2025-09-25 11:26:53,-1.00,-1.00,-1.00
2025-09-25 11:26:58,-1.00,-1.00,-1.00
2025-09-25 11:27:03,-1.00,-1.00,-1.00
2025-09-25 11:27:08,-1.00,-1.00,-1.00
2025-09-25 11:27:13,-1.00,-1.00,-1.00
2025-09-25 11:27:19,-1.00,-1.00,-1.00
2025-09-25 11:27:24,-1.00,-1.00,-1.00
2025-09-25 11:27:29,-1.00,-1.00,-1.00
2025-09-25 11:27:34,-1.00,-1.00,-1.00
2025-09-25 11:27:39,-1.00,-1.00,-1.00
2025-09-25 11:27:44,-1.00,-1.00,-1.00
2025-09-25 11:27:49,-1.00,-1.00,-1.00
2025-09-25 11:27:54,-1.00,-1.00,-1.00
2025-09-25 11:27:59,-1.00,-1.00,-1.00
2025-09-25 11:28:04,-1.00,-1.00,-1.00
2025-09-25 11:28:09,-1.00,-1.00,-1.00
2025-09-25 11:28:38,-1.00,-1.00,-1.00
2025-09-25 11:28:39,-1.00,-1,-1
2025-09-25 11:28:39,-1.00,-1,-1
2025-09-25 11:31:37,-1.00,-1.00,-1.00
2025-09-25 11:31:42,-1.00,-1.00,-1.00
2025-09-25 11:31:48,-1.00,-1.00,-1.00
2025-09-25 11:31:53,-1.00,-1.00,-1.00
2025-09-25 11:31:58,-1.00,-1.00,-1.00
2025-09-25 11:32:03,-1.00,-1.00,-1.00
2025-09-25 11:32:08,-1.00,-1.00,-1.00
2025-09-25 11:32:13,-1.00,-1.00,-1.00
2025-09-25 11:32:18,-1.00,-1.00,-1.00
2025-09-25 11:32:23,-1.00,-1.00,-1.00
2025-09-25 11:32:28,-1.00,-1.00,-1.00
2025-09-25 11:32:33,-1.00,-1.00,-1.00
2025-09-25 11:32:38,-1.00,-1.00,-1.00
2025-09-25 11:32:44,-1.00,-1.00,-1.00
2025-09-25 11:32:49,-1.00,-1.00,-1.00
2025-09-25 11:32:54,-1.00,-1.00,-1.00
2025-09-25 11:32:59,-1.00,-1.00,-1.00
2025-09-25 11:33:04,-1.00,-1.00,-1.00
2025-09-25 11:33:09,-1.00,-1.00,-1.00
2025-09-25 11:33:14,-1.00,-1.00,-1.00
2025-09-25 11:33:19,-1.00,-1.00,-1.00
2025-09-25 11:33:24,-1.00,-1.00,-1.00
2025-09-25 11:33:29,-1.00,-1.00,-1.00
2025-09-25 11:33:34,-1.00,-1.00,-1.00
2025-09-25 11:33:39,-1.00,-1.00,-1.00
2025-09-25 11:33:44,-1.00,-1.00,-1.00
2025-09-25 11:33:49,-1.00,-1.00,-1.00
2025-09-25 11:33:54,-1.00,-1.00,-1.00
2025-09-25 11:34:00,-1.00,-1.00,-1.00
2025-09-25 11:34:05,-1.00,-1.00,-1.00
2025-09-25 11:34:10,-1.00,-1.00,-1.00
2025-09-25 11:34:15,-1.00,-1.00,-1.00
2025-09-25 11:34:20,-1.00,-1.00,-1.00
2025-09-25 11:34:25,-1.00,-1.00,-1.00
2025-09-25 11:34:30,-1.00,-1.00,-1.00
2025-09-25 11:34:35,-1.00,-1.00,-1.00
2025-09-25 11:34:40,-1.00,-1.00,-1.00
2025-09-25 11:34:45,-1.00,-1.00,-1.00
2025-09-25 11:34:50,-1.00,-1.00,-1.00
2025-09-25 11:34:55,-1.00,-1.00,-1.00
2025-09-25 11:35:11,-1.00,-1.00,-1.00
2025-09-25 11:35:16,-1.00,-1.00,-1.00
2025-09-25 11:35:21,-1.00,-1.00,-1.00
2025-09-25 11:35:26,-1.00,-1.00,-1.00
2025-09-25 11:35:31,-1.00,-1.00,-1.00
2025-09-25 11:35:36,-1.00,-1.00,-1.00
2025-09-25 11:35:41,-1.00,-1.00,-1.00
2025-09-25 11:35:46,-1.00,-1.00,-1.00
2025-09-25 11:35:51,-1.00,-1.00,-1.00
2025-09-25 11:35:56,-1.00,-1.00,-1.00
2025-09-25 11:36:01,-1.00,-1.00,-1.00
2025-09-25 11:36:06,-1.00,-1.00,-1.00
2025-09-25 11:36:12,-1.00,-1.00,-1.00
2025-09-25 11:36:17,-1.00,-1.00,-1.00
2025-09-25 11:36:22,-1.00,-1.00,-1.00
2025-09-25 11:36:27,-1.00,-1.00,-1.00
2025-09-25 11:36:32,-1.00,-1.00,-1.00
2025-09-25 11:36:37,-1.00,-1.00,-1.00
2025-09-25 11:36:42,-1.00,-1.00,-1.00
2025-09-25 11:36:47,-1.00,-1.00,-1.00
2025-09-25 11:36:52,-1.00,-1.00,-1.00
2025-09-25 11:36:57,-1.00,-1.00,-1.00
2025-09-25 11:37:02,-1.00,-1.00,-1.00
2025-09-25 11:37:07,-1.00,-1.00,-1.00
2025-09-25 11:37:12,-1.00,-1.00,-1.00
2025-09-25 11:37:17,-1.00,-1.00,-1.00
2025-09-25 11:37:23,-1.00,-1.00,-1.00
2025-09-25 11:37:28,-1.00,-1.00,-1.00
2025-09-25 11:37:33,-1.00,-1.00,-1.00
2025-09-25 11:37:38,-1.00,-1.00,-1.00
2025-09-25 11:37:43,-1.00,-1.00,-1.00
2025-09-25 11:37:48,-1.00,-1.00,-1.00
2025-09-25 11:37:53,-1.00,-1.00,-1.00
2025-09-25 11:37:58,-1.00,-1.00,-1.00
2025-09-25 11:38:03,-1.00,-1.00,-1.00
2025-09-25 11:38:08,-1.00,-1.00,-1.00
2025-09-25 11:38:13,-1.00,-1.00,-1.00
2025-09-25 11:38:18,-1.00,-1.00,-1.00
2025-09-25 11:38:24,-1.00,-1.00,-1.00
2025-09-25 11:38:29,-1.00,-1.00,-1.00
2025-09-25 11:38:34,-1.00,-1.00,-1.00
2025-09-25 11:38:39,-1.00,-1.00,-1.00
2025-09-25 11:38:44,-1.00,-1.00,-1.00
2025-09-25 11:38:49,-1.00,-1.00,-1.00
2025-09-25 11:38:54,-1.00,-1.00,-1.00
2025-09-25 11:38:59,-1.00,-1.00,-1.00
2025-09-25 11:39:04,-1.00,-1.00,-1.00
2025-09-25 11:39:09,-1.00,-1.00,-1.00
2025-09-25 11:39:14,-1.00,-1.00,-1.00
2025-09-25 11:39:19,-1.00,-1.00,-1.00
2025-09-25 11:39:24,-1.00,-1.00,-1.00
2025-09-25 11:39:30,-1.00,-1.00,-1.00
2025-09-25 11:39:35,-1.00,-1.00,-1.00
2025-09-25 11:39:40,-1.00,-1.00,-1.00
2025-09-25 11:39:45,-1.00,-1.00,-1.00
2025-09-25 11:40:25,-1.00,-1.00,-1.00
2025-09-25 11:40:30,-1.00,-1.00,-1.00
2025-09-25 11:40:35,-1.00,-1.00,-1.00
2025-09-25 11:40:41,-1.00,-1.00,-1.00
2025-09-25 11:40:46,-1.00,-1.00,-1.00
2025-09-25 11:42:27,-1.00,-1.00,-1.00
2025-09-25 11:47:26,-1.00,-1.00,-1.00
2025-09-25 11:49:08,-1.00,-1.00,-1.00
2025-09-25 11:49:13,-1.00,-1.00,-1.00
2025-09-25 11:49:18,-1.00,-1.00,-1.00
2025-09-25 11:49:23,-1.00,-1.00,-1.00
2025-09-25 11:49:28,-1.00,-1.00,-1.00
2025-09-25 11:49:33,-1.00,-1.00,-1.00
2025-09-25 11:49:38,-1.00,-1.00,-1.00
2025-09-25 11:49:43,-1.00,-1.00,-1.00
2025-09-25 11:49:48,-1.00,-1.00,-1.00
2025-09-25 11:49:54,-1.00,-1.00,-1.00
2025-09-25 11:49:59,-1.00,-1.00,-1.00
2025-09-25 11:50:04,-1.00,-1.00,-1.00
2025-09-25 11:53:42,-1.00,-1.00,-1.00
2025-09-25 11:53:47,-1.00,-1.00,-1.00
2025-09-25 11:56:29,-1.00,-1.00,-1.00
2025-09-25 11:56:34,-1.00,-1.00,-1.00
2025-09-25 11:56:40,-1.00,-1.00,-1.00
2025-09-25 11:56:45,-1.00,-1.00,-1.00
2025-09-25 11:56:50,-1.00,-1,-1
2025-09-25 11:57:06,-1.00,-1.00,-1.00
2025-09-25 11:57:06,-1.00,-1.00,-1.00
2025-09-25 11:57:06,-1.00,-1.00,-1.00
2025-09-25 12:00:28,-1.00,-1.00,-1.00
2025-09-25 12:00:33,-1.00,-1.00,-1.00
2025-09-25 12:00:38,-1.00,-1.00,-1.00
2025-09-25 12:00:45,-1.00,-1.00,-1.00
