timestamp,lp8_value
2025-06-13 15:46:59,973.0
2025-06-13 15:47:20,932.0
2025-06-13 15:47:40,882.0
2025-06-13 15:48:00,949.0
2025-06-13 15:48:20,908.0
2025-06-13 15:48:40,960.0
2025-06-13 15:49:00,1029.0
2025-06-13 15:49:20,960.0
2025-06-13 15:49:40,904.0
2025-06-13 15:49:59,916.0
2025-06-13 15:50:19,913.0
